adult,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count
False,13000000,,801,tt0093105,en,"Good Morning, Vietnam","Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.",9.023282,/62Ve2yREvobU0qo4DxdSrShh1YO.jpg,1987-12-23,123922370,121.0,Released,Time to rock it from the Delta to the DMZ!,"Good Morning, Vietnam",False,7.1,658
False,2000000,,990,tt0054997,en,The Hustler,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,9.333533,/u38NLUtWarEbv2gZGOnHhf6akWC.jpg,1961-09-25,7600000,134.0,Released,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,The Hustler,False,7.6,243
False,20000000,,840,tt0075860,en,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",10.610446,/mABOVIUl5lB0WF4HG28rfamgxG1.jpg,1977-11-16,303788635,135.0,Released,We are not alone.,Close Encounters of the Third Kind,False,7.2,1122
False,20000000,,526,tt0089457,en,Ladyhawke,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",8.157587,/51RFCKLFuEbvLQsFzXcupQnkoRD.jpg,1985-03-27,18432000,121.0,Released,No force in Heaven will release them. No power on Earth can save them.,Ladyhawke,False,6.8,264
False,30000000,,243,tt0146882,en,High Fidelity,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",8.524956,/sEZKCUFU6Ozf7hZ3UuaKWUqHLTZ.jpg,2000-03-17,47126295,113.0,Released,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",High Fidelity,False,7.0,636
False,70000000,,879,tt0102057,en,Hook,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",14.508137,/6plGuz8L3fvkuENB0G2ZpBz6kej.jpg,1991-12-11,300854823,144.0,Released,What if Peter Pan grew up?,Hook,False,6.7,1563
False,0,,593,tt0069293,ru,Солярис,"Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.",11.059785,/nsGLKlwEOtqatz8yRdxOlAw5utr.jpg,1972-03-20,0,167.0,Released,,Solaris,False,7.7,364
False,18000000,,106,tt0093773,en,Predator,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",18.495694,/bj7A0teF2TWxxNGZjWTXiGrvCu2.jpg,1987-06-11,98235548,107.0,Released,"If it bleeds, we can kill it...",Predator,False,7.3,2129
False,83000000,http://www.vivarockvegas.com/,889,tt0158622,en,The Flintstones in Viva Rock Vegas,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",6.053595,/nEkMYwctrUH8ueaAcJFZnAEltMX.jpg,2000-04-28,59468275,90.0,Released,Get ready to rock!,The Flintstones in Viva Rock Vegas,False,4.4,140
False,2500000,http://www.dogme95.dk/the_idiots/content/index.htm,452,tt0154421,da,Idioterne,With his first Dogma-95 film director Lars von Trier opens up a completely new film platform. With a mix of home-video and documentary styles the film tells the story of a group of young people who have decided to get to know their “inner-idiots” and thus not only facing and breaking their outer appearance but also their inner.,9.174221,/myMAaET7kCGSp3vyUcvd8hwTnD6.jpg,1998-04-28,7235,117.0,Released,,The Idiots,False,6.7,107
False,103000000,,98,tt0172495,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",23.186667,/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg,2000-05-01,457640427,155.0,Released,A Hero Will Rise.,Gladiator,False,7.9,5566
False,125000000,http://www.missionimpossible.com/,955,tt0120755,en,Mission: Impossible II,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",18.97178,/eRaEC0vf5q5TSvaoJPwGTt2wa9T.jpg,2000-05-24,546388105,123.0,Released,Expect the impossible again.,Mission: Impossible II,False,5.9,1966
False,923000,,962,tt0015864,en,The Gold Rush,A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,6.202041,/eQRFo1qwRREYwj47Yoe1PisgOle.jpg,1925-06-25,2500000,95.0,Released,The World's Greatest Laughing Picture!,The Gold Rush,False,7.7,308
False,6500000,http://www.mgm.com/view/movie/1411/On-Her-Majesty%E2%80%99s-Secret-Service/,668,tt0064757,en,On Her Majesty's Secret Service,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.",9.356264,/7mcqT56ES5U3wg26vQQuEnOaFSj.jpg,1969-12-12,81974493,142.0,Released,Far up! Far out! Far more! James Bond 007 is back!,On Her Majesty's Secret Service,False,6.5,464
False,14000000,http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/,691,tt0076752,en,The Spy Who Loved Me,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,9.781451,/vYMgDqQDpqHDhz3enGkwBmTs7p7.jpg,1977-07-07,185438673,125.0,Released,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,The Spy Who Loved Me,False,6.6,515
False,34000000,http://www.mgm.com/view/movie/1292/Moonraker/,698,tt0079574,en,Moonraker,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,10.576273,/pz2r25q3NzNTDGygTYesq5mvwbz.jpg,1979-06-26,210308099,126.0,Released,Outer space now belongs to 007.,Moonraker,False,5.9,551
False,7000000,http://www.mgm.com/view/movie/1213/The-Man-with-the-Golden-Gun/,682,tt0071807,en,The Man with the Golden Gun,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,12.127492,/7VSVgxAvA7IdTf8T6Oon1eaReeJ.jpg,1974-12-01,97572000,125.0,Released,The man with the golden gun is ready to assassinate James Bond.,The Man with the Golden Gun,False,6.4,533
False,0,,499,tt0055852,fr,Cléo de cinq à sept,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.",4.480811,/fc62ik80Vp785tj6L92yZhGx4Hl.jpg,1962-04-11,0,90.0,Released,,Cléo from 5 to 7,False,7.7,58
False,0,,21,tt0060371,en,The Endless Summer,"The Endless Summer, by Bruce Brown, is one of the first and most influential surf movies of all times. The film documents American surfers Mike Hynson and Robert August as they travel the world during California’s winter (which back in 1965 was off-season for surfing) in search of the perfect wave and an endless summer.",1.378819,/jqsZQPxeMjcvVN5aFGgAk7qQodr.jpg,1966-06-15,0,95.0,Released,,The Endless Summer,False,7.8,23
False,10000,,985,tt0074486,en,Eraserhead,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",7.871001,/l8oAmU5swopsyWzTHpZtAK15Mrc.jpg,1977-03-19,7000000,89.0,Released,Where your nightmares end...,Eraserhead,False,7.5,500
False,0,,541,tt0048347,en,The Man with the Golden Arm,Frankie is a heroin addict and sits in prison. He wants a different life but the rehabilitation isn’t as easy as he had thought. Director Otto Preminger films one of the first social studies of an addict in this 1955 film.,3.353068,/9zGvnIlHCL8CuZxqHMLGHmxA4DY.jpg,1955-12-14,0,119.0,Released,,The Man with the Golden Arm,False,6.9,51
False,600000,,938,tt0059578,it,Per qualche dollaro in più,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",13.295342,/o4y1dlqXFETChi1QW2TspfrCJ8e.jpg,1965-12-18,15000000,132.0,Released,"The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!",For a Few Dollars More,False,7.8,988
False,35000000,,169,tt0100403,en,Predator 2,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.",11.736241,/4cAQgbIPislEeBJahLO5BsqAUZN.jpg,1990-11-20,57120318,108.0,Released,Silent. Invisible. Invincible. He's in town with a few days to kill.,Predator 2,False,6.0,743
False,27000000,,865,tt0093894,en,The Running Man,"By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",9.389976,/ni5PkWh3J3Zx4pVk5JYGTywZDqW.jpg,1987-11-13,38122105,101.0,Released,A game nobody survives. But Schwarzenegger has yet to play.,The Running Man,False,6.4,713
False,17000000,,635,tt0092563,en,Angel Heart,"The down-and-out private detective Harry Angel is ordered, by a mysterious man named Louis Cyphre, to go on a mission to find a missing person. His routine failure soon leads to a bloody spar with himself as Harry Angel goes on a supernatural journey into his soul.",7.290872,/xFtrVJWygDiK2iZluUxNwuQZ6Sm.jpg,1987-03-06,17185632,113.0,Released,Harry Angel has been hired in search for the truth. Pray he doesn't find it.,Angel Heart,False,7.0,326
False,4000000,,482,tt0067741,en,Shaft,Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,3.73688,/ez5aGeyOvG2F1QzKYHzkMmkDuM2.jpg,1971-07-02,12121618,100.0,Released,The mob wanted Harlem back. They got shaft...up to here.,Shaft,False,6.5,68
False,1600000,,592,tt0071360,en,The Conversation,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",13.245638,/un30a9MWgCzMIBpOp3P29W5eHvZ.jpg,1974-04-07,4420000,113.0,Released,Harry Caul is an invader of privacy. The best in the business.,The Conversation,False,7.5,377
False,0,,195,tt0023622,en,Trouble in Paradise,"Trouble in Paradise is one of the most important films of Actor, Producer, and Director Ernst Lubitisch, and his personal favorite of all the films he’s made. A story of two thieves who fall in love and begin doing jobs together under the employment of a beautiful woman who stirs up the relationship.",3.351442,/ryD4JeSYCix4rEfpmQRM8rJXSFm.jpg,1932-10-21,0,83.0,Released,,Trouble in Paradise,False,7.3,48
False,0,,643,tt0015648,ru,Броненосец «Потёмкин»,A dramatized account of a great Russian naval mutiny and a resulting street demonstration which brought on a police massacre. The film had an incredible impact on the development of cinema and was a masterful example of montage editing.,12.912845,/A5kk0FA4kS9sHLYzC6NI72OOhPc.jpg,1925-12-24,45100,75.0,Released,"Revolution is the only lawful, equal, effectual war. It was in Russia that this war was declared and begu",Battleship Potemkin,False,7.6,201
False,46000000,,479,tt0162650,en,Shaft,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",7.420019,/bqlpFp96uWu2VDpsm4MVvLXdumh.jpg,2000-06-15,107196498,99.0,Released,"Still the man, any questions?",Shaft,False,5.5,316
False,2142000,,494,tt0070679,en,Shaft in Africa,"Detective John Shaft travels incognito to Ethiopia, then France, to bust a human trafficking ring.",1.424722,/fY5SLWGJTd50f2TsHokvXBOywQG.jpg,1973-06-14,1458000,112.0,Released,Shaft is stickin' it...all the way.,Shaft in Africa,False,5.4,6
False,1978000,,493,tt0069257,en,Shaft's Big Score!,John Shaft is back as the lady-loved black detective cop on the search for the murderer of a client.,0.760855,/jioGhMgP8d7eu1G7YT7xeyLOJuc.jpg,1972-06-08,10000000,104.0,Released,Last time he was nice. This time he's ice!,Shaft's Big Score!,False,6.1,7
False,0,,93,tt0052561,en,Anatomy of a Murder,"The film pits a humble small-town lawyer against a hard-headed big city prosecutor. Emotions flare as a jealous army lieutenant pleads innocent to murdering the rapist of his seductive, beautiful wife.",9.473772,/kDFnM2zlHZirR2ItTo56lyrxuAS.jpg,1959-07-01,0,160.0,Released,"No search of human emotions has ever probed so deeply, so truthfully as ... Anatomy of a Murder.",Anatomy of a Murder,False,7.7,207
False,60000000,,786,tt0181875,en,Almost Famous,"Almost Famous is an autobiographical inspired film about a 15-year-old who is hired by Rolling Stone magazine to follow and interview a rock band during their tour. A film about growing up, first love, disappointment, and the life of a rock star.",9.086699,/9pNo92j6zSEAUB8pNmcJTkpnkBF.jpg,2000-09-15,47383689,122.0,Released,Experience it. Enjoy it. Just don't fall for it.,Almost Famous,False,7.4,807
False,12800000,,16,tt0168629,en,Dancer in the Dark,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",10.684806,/7xizDTz4Yj4IYm2ud4f6EfEXe5H.jpg,2000-05-17,40031879,140.0,Released,You don't need eyes to see.,Dancer in the Dark,False,7.7,392
False,0,,469,tt0088184,en,Stranger Than Paradise,"Rootless Hungarian émigré Willie, his pal Eddie, and visiting sixteen-year-old cousin Eva always manage to make the least of any situation, whether aimlessly traversing the drab interiors and environs of New York City, Cleveland, or an anonymous Florida suburb.",11.33706,/Ett7TAy9y5R0p08REDgErVmLPf.jpg,1984-10-01,0,89.0,Released,,Stranger Than Paradise,False,7.4,112
False,0,,911,tt0032234,en,The Bank Dick,"Egbert Sousé becomes an unexpected hero when a bank robber falls over a bench he's occupying. Now considered brave, Egbert is given a job as a bank guard. Soon, he is approached by charlatan J. Frothingham Waterbury about buying shares in a mining company. Egbert persuades teller Og Oggilby to lend him bank money, to be returned when the scheme pays off. Unfortunately, bank inspector Snoopington then makes a surprise appearance.",1.423358,/dUKVnfOKeK68uNY2Iugc29bY2gN.jpg,1940-11-29,0,72.0,Released,"Was His Face Red . . . And His Nose, Too ! when the bandits took the money . . . and the SAFE !",The Bank Dick,False,6.8,28
False,4500000,http://www.requiemforadream.com/,641,tt0180093,en,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,6.874828,/muym4jTjdLx7E6as09d1wlC3sOB.jpg,2000-10-27,7390108,102.0,Released,,Requiem for a Dream,False,7.9,2525
False,5000000,,71,tt0249462,en,Billy Elliot,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",12.158424,/6VaP1H3MOW5jdkWqS5Q1NapCOS6.jpg,2000-05-18,110000000,110.0,Released,Inside every one of us is a special talent waiting to come out. The trick is finding it.,Billy Elliot,False,7.4,774
False,7200000,http://www.mgm.com/view/movie/529/Diamonds-Are-Forever/,681,tt0066995,en,Diamonds Are Forever,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who’s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,12.00491,/viPjZ3JCOahcfNCcVhiPExusJoZ.jpg,1971-12-13,116019547,120.0,Released,The man who made 007 a household number,Diamonds Are Forever,False,6.3,562
False,17000000,,146,tt0190332,zh,卧虎藏龙,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",19.944953,/2D7kikHUHbecJGoRAspBYiqoxd6.jpg,2000-10-01,213525736,120.0,Released,"A timeless story of strength, secrets and two warriors who would never surrender.","Crouching Tiger, Hidden Dragon",False,7.2,949
False,40000000,http://www.mgm.com/view/movie/1132/The-Living-Daylights/,708,tt0093428,en,The Living Daylights,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,12.189038,/yEryMe58dx7zm1QBhQFeuYcv2aH.jpg,1987-06-29,191185897,130.0,Released,Licensed to thrill.,The Living Daylights,False,6.2,447
False,10000000,,107,tt0208092,en,Snatch,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",14.014025,/on9JlbGEccLsYkjeEph2Whm1DIp.jpg,2000-09-01,83557872,103.0,Released,Stealin' Stones and Breakin' Bones.,Snatch,False,7.7,2953
False,25000000,,392,tt0241303,en,Chocolat,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",8.9256,/qVKYduwLJ5HjbeVVYqYPSAhWQqh.jpg,2000-12-14,152500343,121.0,Released,...and the world is still indulging!,Chocolat,False,6.8,979
False,43000000,,711,tt0181536,en,Finding Forrester,Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.,10.536255,/heHi6n68fDiQoUc7SMletM9Adjz.jpg,2000-12-21,80049764,136.0,Released,"In an ordinary place, he found the one person to make his life extraordinary.",Finding Forrester,False,7.0,305
False,26000000,,134,tt0190590,en,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",12.434175,/eIqSzq6j3yuxNmifiUOh6iTpG9N.jpg,2000-08-30,71868327,106.0,Released,They have a plan...but not a clue.,"O Brother, Where Art Thou?",False,7.3,1144
False,20000000,,96,tt0092644,en,Beverly Hills Cop II,"Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.",9.200336,/2y1z1baxKT0coTTRlnkI6McnR9f.jpg,1987-05-18,299965036,100.0,Released,,Beverly Hills Cop II,False,6.1,627
False,15000000,,90,tt0086960,en,Beverly Hills Cop,"Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.",8.503483,/s7n0rS2Ff85SuSpqYG3ndkmdQf4.jpg,1984-11-29,316360478,105.0,Released,The Heat Is On!,Beverly Hills Cop,False,6.8,985
False,350000,,764,tt0083907,en,The Evil Dead,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",10.421679,/fA7uqS8ZBzCVPKgB7rFaR0wTFpy.jpg,1981-10-15,29400000,85.0,Released,The Ultimate Experience In Grueling Terror,The Evil Dead,False,7.3,913
False,23000000,,580,tt0093300,en,Jaws: The Revenge,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.",9.327986,/ssDizT0itTUaAdHoVrxRElo7Q1A.jpg,1987-07-17,51881013,89.0,Released,"This time, it’s personal.",Jaws: The Revenge,False,3.5,227
False,0,http://www.wkw-inthemoodforlove.com/,843,tt0118694,cn,花樣年華,A melancholy story about the love between a woman and a man who live in the same building and one day find out that their husband and wife had an affair with each other. More and more the two meet during their daily lives as they determine that they both don’t want to be lonely in their marriage.,8.703552,/unOW3SxFxBdd7LMWjmRONdHWKPb.jpg,2000-05-22,12854953,98.0,Released,"Feel the heat, keep the feeling burning, let the sensation explode.",In the Mood for Love,False,7.8,379
False,8000000,,318,tt0120753,en,The Million Dollar Hotel,The Million Dollar Hotel starts with a jump from a roof top that clears up a death in a hotel that was burning to the ground where a lot of strange people had been living.,4.938231,/4wxOzpCjXY2RQgS3YoHuvKdItTF.jpg,2000-02-09,0,122.0,Released,,The Million Dollar Hotel,False,5.9,76
False,68000000,,853,tt0215750,en,Enemy at the Gates,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.,10.704813,/dOWSbEn3ucyoiBE9IgFWAo1O7Sg.jpg,2001-03-13,96976270,131.0,Released,Some Men Are Born To Be Heroes.,Enemy at the Gates,False,7.2,1023
False,9000000,http://www.otnemem.com/,77,tt0209144,en,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",15.450789,/fQMSaP88cf1nz4qwuNEEFtazuDM.jpg,2000-10-11,39723096,113.0,Released,Some memories are best forgotten.,Memento,False,8.1,4168
False,2000000,,55,tt0245712,es,Amores perros,Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting; an injured supermodel's designer pooch disappears into the apartment's floorboards; and an ex-radical turned hit man rescues a gunshot Rotweiler.,5.958138,/8gEXmIzw1tDnBfOaCFPimkNIkmm.jpg,2000-06-16,20908467,154.0,Released,Love. Betrayal. Death.,Amores perros,False,7.6,537
False,25000000,,634,tt0243155,en,Bridget Jones's Diary,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",10.780524,/f6z20eozbI7IvvFQfhQzuXoyo7Y.jpg,2001-04-13,281929795,97.0,Released,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,Bridget Jones's Diary,False,6.6,1397
False,25000000,,111,tt0086250,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",11.299673,/zr2p353wrd6j3wjLgDT4TcaestB.jpg,1983-12-08,65884703,170.0,Released,The world is yours...,Scarface,False,8.0,3017
False,27000000,,849,tt0085811,en,Krull,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,9.848674,/xini4pJHApNdYO1go39BmIvBdLT.jpg,1983-07-29,16519460,117.0,Released,A world light-years beyond your imagination.,Krull,False,5.8,130
False,0,,934,tt0048021,fr,Du rififi chez les hommes,"Out of prison after a five-year stretch, jewel thief Tony (Jean Servais) turns down a quick job his friend Jo (Carl Mohner) offers him, until he discovers that his old girlfriend Mado (Marie Sabouret) has become the lover of local gangster Pierre Grutter (Marcel Lupovici) during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",4.071187,/riZ2SXhTgllN6NWrPOJCtN4NrhG.jpg,1955-04-13,460226,122.0,Released,"[""Rififi""] ...means Trouble!",Rififi,False,7.7,90
False,60000000,http://www.shrek.com/,808,tt0126029,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",17.987728,/140ewbWv8qHStD3mlBDvvGd0Zvu.jpg,2001-05-16,484409218,90.0,Released,The greatest fairy tale never told.,Shrek,False,7.3,4183
False,52500000,,824,tt0203009,en,Moulin Rouge!,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",13.691781,/xhuQz2yKPlWvMvvnf2u9RVkAQx6.jpg,2001-03-09,179213434,127.0,Released,No Laws. No Limits. One Rule. Never Fall In Love.,Moulin Rouge!,False,7.4,1348
False,140000000,,676,tt0213149,en,Pearl Harbor,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",11.419388,/gzjMpcyV1RksWonaA87DZ8wQTH0.jpg,2001-05-21,449220945,183.0,Released,It takes a moment to change history. It takes love to change lives.,Pearl Harbor,False,6.6,1833
False,2000000,,966,tt0054047,en,The Magnificent Seven,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,10.650752,/7w3JmmyL8GpBvW6BusQfQCSm2h0.jpg,1960-10-22,4905000,128.0,Released,They were seven - And they fought like seven hundred!,The Magnificent Seven,False,7.4,472
